appid,tags
236390,Action;Cold War;Combat;Flight;Free to Play;Massively Multiplayer;Military;Modern;Multiplayer;Naval Combat;Realistic;Shooter;Simulation;Tanks;Third Person;Third-Person Shooter;Vehicular Combat;VR;War;World War II
236430,Action;Action RPG;Adventure;Atmospheric;Co-op;Dark;Dark Fantasy;Difficult;Epic;Exploration;Fantasy;Immersive;Multiplayer;Open World;PvP;Replay Value;RPG;Souls-like;Third Person;Unforgiving
236450,2D;Action;Addictive;Arcade;Casual;Classic;Colorful;Controller;Fast-Paced;Great Soundtrack;Multiplayer;Old School;Pixel Graphics;Puzzle;Remake;Retro;Score Attack;Singleplayer;Strategy;Touch-Friendly
236490,Action;Indie;Twin Stick Shooter
236510,Action;Adventure;Co-op;Difficult;Early Access;First-Person;FPS;Funny;Horror;Kickstarter;Multiplayer;Online Co-Op;Realistic;Shooter;Simulation;Singleplayer;Stealth;Strategy;Tactical;Walking Simulator
236690,Action;Board Game;Dark Fantasy;Dark Humor;Fantasy;Football (American);Funny;Games Workshop;Gore;Multiplayer;PvP;RPG;Singleplayer;Sports;Strategy;Tactical;Turn-Based;Turn-Based Strategy;Turn-Based Tactics;Violent
236730,Action;Indie;Multiplayer;RTS;Sci-fi;Singleplayer;Strategy;Tactical;Top-Down;Touch-Friendly;Tower Defense
236790,Agriculture;Casual;Farming;Farming Sim;Simulation
236850,4X;Alternate History;Co-op;Diplomacy;Economy;Grand Strategy;Historical;Management;Military;Moddable;Multiplayer;Nonlinear;Political;Real-Time with Pause;Replay Value;Sandbox;Simulation;Singleplayer;Strategy;Wargame
236930,2D;Adventure;Detective;Female Protagonist;Indie;Mystery;Noir;Pixel Graphics;Point & Click;Singleplayer;Story Rich;Supernatural
236970,Adventure;Point & Click
237310,2D;Action;Adventure;Anime;Beat 'em up;Casual;Co-op;Cute;Fantasy;Fighting;Free to Play;Hack and Slash;Massively Multiplayer;MMORPG;Multiplayer;Online Co-Op;Platformer;PvP;RPG;Side Scroller
237350,Great Soundtrack;Indie;Multiplayer;Robots;Sci-fi;Singleplayer;Sports;Strategy;Tactical;Turn-Based;Turn-Based Strategy;Turn-Based Tactics
237430,Adventure;Character Customization;Choices Matter;CRPG;Exploration;Hex Grid;Historical;Indie;Isometric;Kickstarter;Multiple Endings;RPG;Singleplayer;Story Rich;Strategy;Survival;Tactical;Turn-Based;Turn-Based Combat;Turn-Based Strategy
237470,Asynchronous Multiplayer;Hex Grid;Indie;Kickstarter;Multiplayer;Sci-fi;Singleplayer;Strategy;Tactical;Turn-Based;Turn-Based Strategy;Turn-Based Tactics
237550,Adventure;CRPG;Fantasy;First-Person;Indie;Party-Based RPG;Remake;RPG;Singleplayer;Turn-Based
237570,Comedy;Funny;Indie;JRPG;Lovecraftian;Pixel Graphics;Retro;RPG;RPGMaker;Sequel;Singleplayer;Turn-Based;Turn-Based Combat
237630,2.5D;2D;2D Platformer;Action;Adventure;Cartoon;Casual;Classic;Controller;Difficult;Exploration;Family Friendly;Great Soundtrack;Nostalgia;Platformer;Remake;Retro;Short;Side Scroller;Singleplayer
237740,2D;Action;Adventure;Comedy;Controller;Difficult;Funny;Gore;Great Soundtrack;Indie;Memes;Nudity;Old School;Pixel Graphics;Platformer;Retro;Satire;Side Scroller;Singleplayer;Violent
237760,Action;Addictive;Arcade;Difficult;Fast-Paced;Great Soundtrack;Indie;Music;Score Attack;Shooter
237850,Adventure;Atmospheric;Choices Matter;Choose Your Own Adventure;Cinematic;Cyberpunk;Drama;Exploration;Fantasy;Female Protagonist;Futuristic;Indie;Kickstarter;Lore-Rich;Point & Click;Puzzle;Sci-fi;Singleplayer;Story Rich;Third Person
237870,Action;Action RPG;Adventure;Building;Co-op;Crafting;Early Access;Exploration;Indie;Multiplayer;Open World;Open World Survival Craft;RPG;Sandbox;Sci-fi;Simulation;Singleplayer;Survival;Third Person;Voxel
237890,Adventure;Anime;Character Customization;CRPG;Dating Sim;Fantasy;JRPG;Magic;Multiple Endings;Party-Based RPG;Romance;RPG;Story Rich;Strategy;Strategy RPG;Tactical;Tactical RPG;Turn-Based;Turn-Based Combat;Visual Novel
237930,Action;Action RPG;Adventure;Atmospheric;Beautiful;Cyberpunk;Female Protagonist;Great Soundtrack;Hack and Slash;Indie;Isometric;Narration;RPG;Sci-fi;Short;Singleplayer;Story Rich;Strategy;Tactical;Turn-Based
237950,Aliens;Indie;Mars;Real-Time with Pause;RPG;Sci-fi;Singleplayer;Strategy;Tactical;Turn-Based;Turn-Based Strategy;Violent
237970,Adventure;Female Protagonist;Indie;Point & Click;Singleplayer
237990,2D;Adventure;Atmospheric;Choices Matter;Crowdfunded;Fantasy;Great Soundtrack;Hand-drawn;Indie;Kickstarter;RPG;Singleplayer;Story Rich;Strategy;Strategy RPG;Tactical;Tactical RPG;Turn-Based;Turn-Based Strategy;Vikings
238010,Action;Adventure;Atmospheric;Cyberpunk;Dystopian ;First-Person;FPS;Futuristic;Great Soundtrack;Immersive;Immersive Sim;Inventory Management;Replay Value;RPG;Sci-fi;Shooter;Singleplayer;Stealth;Story Rich;Transhumanism
238050,1990's;2.5D;2D;Action;Aliens;Boomer Shooter;Fast-Paced;Female Protagonist;First-Person;FPS;Funny;Gore;Nostalgia;Old School;Pixel Graphics;Retro;Sci-fi;Shooter;Singleplayer;Violent
238070,1990's;Action;Classic;Comedy;Difficult;First-Person;FPS;Free to Play;Funny;Gore;Multiplayer;Ninja;Nudity;Old School;Pixel Graphics;Retro;Shooter;Singleplayer
238090,Action;Adventure;Atmospheric;Co-op;FPS;Gore;Multiplayer;Online Co-Op;Open World;Shooter;Simulation;Singleplayer;Sniper;Stealth;Strategy;Tactical;Third Person;Third-Person Shooter;War;World War II
238240,2D;Action;Adventure;Building;Co-op;Crafting;Early Access;Exploration;Indie;Multiplayer;Open World;Open World Survival Craft;Pixel Graphics;Platformer;RPG;Sandbox;Sci-fi;Side Scroller;Space;Survival
238260,1980s;Action;Arcade;Casual;Classic;Free to Play;Multiplayer;Pinball;Retro;Simulation;Singleplayer
238280,4 Player Local;Action;Action Roguelike;Co-op;Difficult;Dungeon Crawler;Fantasy;Indie;Kickstarter;Local Co-Op;Local Multiplayer;Multiplayer;Perma Death;Pixel Graphics;Procedural Generation;Rogue-like;Rogue-lite;RPG;Singleplayer;VR
238320,3D Vision;Action;Adventure;Atmospheric;Dark;Difficult;First-Person;Gore;Horror;Indie;Multiplayer;Nudity;Parkour;Psychological Horror;Sci-fi;Singleplayer;Stealth;Survival;Survival Horror;Walking Simulator
238370,Action;Adventure;Atmospheric;Co-op;Comedy;Fantasy;Funny;Gore;Isometric;Local Co-Op;Local Multiplayer;Magic;Memes;Multiplayer;Online Co-Op;Open World;PvP;RPG;Singleplayer;Team-Based
238430,3D;Action;Adventure;Atmospheric;Co-op;Competitive;First-Person;FPS;Horror;Level Editor;Local Co-Op;Local Multiplayer;Moddable;Post-apocalyptic;PvE;PvP;Shooter;Survival;Survival Horror;Zombies
238460,2D;2D Platformer;Action;Casual;Cats;Co-op;Comedy;Funny;Indie;Level Editor;Local Co-Op;Local Multiplayer;Multiplayer;Narration;Online Co-Op;Platformer;Puzzle;Puzzle-Platformer;Side Scroller;Singleplayer
238530,Action;Arcade;Casual;Difficult;Great Soundtrack;Indie;Local Multiplayer;Pixel Graphics;Platformer;Puzzle;Puzzle-Platformer
238630,2D;4 Player Local;Action;Beat 'em up;Indie;Local Co-Op;Pixel Graphics;Retro;Side Scroller
238750,Adventure;Classic;CRPG;Difficult;Dungeon Crawler;Dwarf;Exploration;Fantasy;First-Person;Grid-Based Movement;Magic;Old School;Open World;Party-Based RPG;Retro;RPG;Singleplayer;Tactical;Turn-Based;Turn-Based Combat
238870,3D Platformer;Action;Base-Building;Building;City Builder;Dating Sim;Hentai;Indie;Linear;Medieval;NSFW;Nudity;Resource Management;RTS;Sexual Content;Simulation;Singleplayer;Strategy;Tower Defense;War
238960,Action;Action RPG;Adventure;Character Customization;Dark Fantasy;Dungeon Crawler;Fantasy;Free to Play;Hack and Slash;Horror;Inventory Management;Isometric;Loot;Massively Multiplayer;MMORPG;Multiplayer;Online Co-Op;PvP;RPG;Singleplayer
239030,2D;Addictive;Adventure;Atmospheric;Casual;Difficult;Dystopian ;Great Soundtrack;Indie;Multiple Endings;Pixel Graphics;Point & Click;Political;Puzzle;Replay Value;Retro;Simulation;Singleplayer;Story Rich;Strategy
239070,2D;4 Player Local;Action;Adventure;Co-op;Dungeon Crawler;Fantasy;Hack and Slash;Indie;Level Editor;Local Co-Op;Local Multiplayer;Multiplayer;Online Co-Op;Pixel Graphics;Retro;Rogue-like;RPG;Singleplayer;Top-Down
239090,2D;2D Fighter;4 Player Local;Action;Arcade;Co-op;Combat;Competitive;Controller;Fighting;Great Soundtrack;Indie;Local Co-Op;Local Multiplayer;Multiplayer;Party Game;Pixel Graphics;PvP;Singleplayer;Swordplay
239120,1990's;Adventure;Class-Based;Classic;Difficult;Epic;Fantasy;Great Soundtrack;JRPG;Old School;Open World;Remake;Retro;RPG;Singleplayer;Story Rich;Strategy;Turn-Based;Turn-Based Combat;Turn-Based Strategy
239140,Action;Action RPG;First-Person;FPS;Gore;Hack and Slash;Horror;Multiplayer;Online Co-Op;Open World;Open World Survival Craft;Parkour;Post-apocalyptic;PvE;PvP;Stealth;Story Rich;Survival;Survival Horror;Zombies
239160,Action;Adventure;Assassin;Atmospheric;Dark;Fantasy;First-Person;FPS;Heist;Horror;Medieval;Nudity;Open World;Parkour;Reboot;Remake;RPG;Singleplayer;Stealth;Steampunk
239200,Action;Adventure;Atmospheric;Dark;Exploration;First-Person;Horror;Indie;Interactive Fiction;Linear;Lovecraftian;Mystery;Narration;Psychological Horror;Puzzle;Short;Singleplayer;Story Rich;Survival Horror;Walking Simulator
239250,Action;Action RPG;Adventure;Atmospheric;Dark;Epic;Fantasy;Gore;Gothic;Great Soundtrack;Hack and Slash;Horror;Metroidvania;RPG;Sequel;Singleplayer;Story Rich;Third Person;Vampire;Violent
239350,2D;Action;Action Roguelike;Addictive;Adventure;Arcade;Co-op;Controller;Difficult;Great Soundtrack;Indie;Local Co-Op;Local Multiplayer;Perma Death;Platformer;Procedural Generation;Replay Value;Rogue-like;Side Scroller;Singleplayer
239430,3D;Action;Adventure;Atmospheric;Classic;Difficult;First-Person;Indie;Physics;Platformer;Puzzle;Puzzle-Platformer;Sci-fi;Science;Singleplayer;Soundtrack;Space;Strategy;VR
239700,2D;Adventure;Anime;Dating Sim;Female Protagonist;Great Soundtrack;Indie;Interactive Fiction;LGBTQ+;Multiple Endings;Mystery;Politics;Romance;Sci-fi;Singleplayer;Story Rich;Visual Novel
239800,2D;Action;Arcade;Bullet Time;Co-op;Cute;Difficult;Fast-Paced;Female Protagonist;Indie;Local Co-Op;Local Multiplayer;Pixel Graphics;Platformer;Retro;Shoot 'Em Up;Shooter;Short;Side Scroller;Singleplayer
239820,2D;Addictive;Casual;Comedy;Difficult;Economy;Funny;GameMaker;Great Soundtrack;Indie;Isometric;Management;Moddable;Point & Click;Replay Value;Sandbox;Simulation;Singleplayer;Strategy;Touch-Friendly
239840,Base-Building;Early Access;Horror;Indie;Isometric;Kickstarter;Open World;Post-apocalyptic;RPG;Sandbox;Simulation;Singleplayer;Strategy;Survival;Survival Horror;Tactical;Turn-Based;Turn-Based Combat;Turn-Based Strategy;Zombies
240320,Action;Action RPG;Adventure;Co-op;Crafting;Dwarf;Fantasy;Free to Play;Gore;Massively Multiplayer;MMORPG;MOBA;Multiplayer;Nudity;Open World;PvE;PvP;RPG;Survival;Third Person
240340,Action;Adventure;Arcade;Cartoon;Casual;Classic;FMV;Quick-Time Events;Retro;Space
240360,Action;Adventure;Arcade;Cartoon;Casual;Classic;Fantasy;FMV;Quick-Time Events;Retro;Time Travel
240440,3D Platformer;Action;Adventure;Atmospheric;Casual;Cyberpunk;Exploration;Female Protagonist;First-Person;Hacking;Heist;Immersive Sim;Indie;Programming;Puzzle;Sci-fi;Short;Singleplayer;Story Rich;Typing
240600,Action;Bikes;Motorbike;Multiplayer;Racing;Simulation;Split Screen;Sports
240620,2D;Action;Action RPG;Adventure;Arcade;Crafting;Difficult;Indie;Multiplayer;Online Co-Op;Open World;Pixel Graphics;RPG
240660,2D;Action;Adventure;Character Action Game;Hack and Slash;Indie
240720,Action;Adventure;Casual;Comedy;Dark Humor;Difficult;Funny;Great Soundtrack;Horror;Indie;Philosophical;Physics;Platformer;Psychological Horror;Replay Value;Singleplayer;Story Rich;Strategy;Survival Horror;Third Person
240760,Action RPG;Adventure;Atmospheric;Crowdfunded;CRPG;Exploration;Indie;Isometric;Kickstarter;Old School;Open World;Post-apocalyptic;RPG;Sci-fi;Singleplayer;Strategy;Survival;Tactical;Turn-Based;Turn-Based Strategy
240970,2D;Action;Action RPG;Adventure;Comedy;Fast-Paced;Great Soundtrack;Indie;JRPG;Multiplayer;Pixel Graphics;Retro;RPG;Singleplayer
241000,4X;Historical;Indie;Singleplayer;Strategy;Turn-Based Strategy
241240,2D;2D Platformer;Building;Cartoony;Casual;Colorful;Cute;Family Friendly;Indie;Lemmings;Level Editor;Moddable;Old School;Online Co-Op;Physics;Programming;Puzzle;Sandbox;Simulation;Singleplayer
241260,Action;Adventure;Atmospheric;Choices Matter;Classic;Crime;Detective;First-Person;Historical;Horror;Indie;Investigation;Mature;Mystery;Open World;Point & Click;Puzzle;Singleplayer;Story Rich;Third Person
241300,Adventure;Card Battler;Card Game;Deckbuilding;Great Soundtrack;Indie;Strategy
241320,2D;Action;Adventure;Cartoony;Comedy;Cute;Exploration;Fantasy;Female Protagonist;Funny;Great Soundtrack;Indie;Puzzle;Replay Value;RPG;Short;Singleplayer;Sokoban;Top-Down
241410,2D;Action;Arcade;Casual;Co-op;Comedy;Destruction;Fantasy;Funny;Indie;Local Co-Op;Local Multiplayer;Medieval;Multiplayer;Physics;RTS;Singleplayer;Split Screen;Strategy;Tower Defense
241540,Action;Adventure;Atmospheric;Base-Building;Co-op;Exploration;Horror;Indie;Multiplayer;Open World;Post-apocalyptic;RPG;Sandbox;Simulation;Singleplayer;Survival;Survival Horror;Third Person;Third-Person Shooter;Zombies
241600,2D;Action;Action Roguelike;Addictive;Adventure;Arcade;Controller;Exploration;Fantasy;Indie;Medieval;Metroidvania;Pixel Graphics;Platformer;Rogue-like;Rogue-lite;Roguevania;RPG;Side Scroller;Singleplayer
241620,Action RPG;CRPG;Dark;Dark Fantasy;Difficult;Fantasy;Gore;Indie;Isometric;Medieval;RPG;Singleplayer;Story Rich;Violent
241720,Action;Building;Co-op;FPS;Indie;Multiplayer;Sandbox;Shooter;Survival;Voxel
241760,2.5D;Action;Action Roguelike;Action-Adventure;Adventure;Anime;Atmospheric;Bullet Time;Colorful;Controller;Cyberpunk;Difficult;Female Protagonist;Isometric;Procedural Generation;PvP;Rogue-like;Rogue-lite;Top-Down;Twin Stick Shooter
241910,1990's;2D;Adventure;Classic;Comedy;Cult Classic;Escape Room;Funny;Great Soundtrack;Hand-drawn;Indie;Point & Click;Puzzle;Retro;Sexual Content;Singleplayer;Steampunk;Story Rich
241930,Action;Action RPG;Adventure;Assassin;Atmospheric;Based On A Novel;Dark Fantasy;Fantasy;Gore;Hack and Slash;Lore-Rich;Magic;Open World;Parkour;RPG;Sandbox;Singleplayer;Stealth;Story Rich;Third Person
242050,Action;Action RPG;Action-Adventure;Adventure;Assassin;Atmospheric;Exploration;Historical;Mature;Multiplayer;Naval;Naval Combat;Open World;Parkour;Pirates;RPG;Singleplayer;Stealth;Story Rich;Third Person
242110,Action;Arcade;Casual;Comedy;Controller;Funny;Indie;Local Co-Op;Local Multiplayer;Platformer;Racing;Score Attack
242130,Action;Arcade;Flight;Indie;Jet;Multiplayer;Shooter;Simulation;Singleplayer
242530,1990's;2D;Action;Classic;Co-op;Local Co-Op;Retro;Shoot 'Em Up;Shooter;Singleplayer;Steampunk;Top-Down
242550,2D;4 Player Local;Action;Adventure;Atmospheric;Beautiful;Co-op;Comedy;Controller;Difficult;Family Friendly;Fast-Paced;Funny;Great Soundtrack;Local Co-Op;Local Multiplayer;Music;Platformer;Side Scroller;Singleplayer
242640,Action;Adventure;Assassin;Atmospheric;Dark Fantasy;Difficult;Fantasy;Great Soundtrack;Indie;Magic;Multiplayer;Open World;Parkour;RPG;Singleplayer;Stealth;Steampunk;Story Rich;Third Person;Violent
242680,2D;Action;Action Roguelike;Bullet Hell;Difficult;Great Soundtrack;Indie;Local Co-Op;Local Multiplayer;Perma Death;Pixel Graphics;Post-apocalyptic;Rogue-like;Rogue-lite;RPG;Shooter;Singleplayer;Top-Down;Top-Down Shooter;Twin Stick Shooter
242700,2.5D;2D;2D Fighter;3D Vision;Action;Arcade;Atmospheric;Beat 'em up;Co-op;Comic Book;Competitive;Controller;Fighting;Gore;Great Soundtrack;Local Multiplayer;Multiplayer;Singleplayer;Story Rich;Superhero
242720,Action;Adventure;Co-op;Fast-Paced;Fighting;First-Person;FPS;Free to Play;Hack and Slash;Indie;Massively Multiplayer;Multiplayer;Parkour;PvP;RPG;Shooter;Singleplayer;Strategy;Third Person;Third-Person Shooter
242760,Action;Adventure;Atmospheric;Building;Crafting;Early Access;Exploration;First-Person;Gore;Horror;Indie;Open World;Open World Survival Craft;Realistic;Sandbox;Simulation;Singleplayer;Survival;Survival Horror;Zombies
242780,2.5D;Adventure;Comic Book;Conspiracy;Crime;Detective;Episodic;Female Protagonist;Great Soundtrack;Horror;Indie;Kickstarter;Mystery;Point & Click;Puzzle;Singleplayer;Story Rich;Supernatural;Thriller;Touch-Friendly
242820,2D;Abstract;Action;Casual;Colorful;Difficult;Great Soundtrack;Indie;Minimalist;Music;Platformer;Precision Platformer;Puzzle;Puzzle-Platformer;Rhythm;Short;Side Scroller;Singleplayer
242840,3D;Action;Action-Adventure;Adventure;Atmospheric;Dark Fantasy;Difficult;Exploration;Fantasy;First-Person;Horror;Indie;Magic;Mature;Mystery Dungeon;Nudity;Puzzle;RPG;Singleplayer;Voice Control
242860,Action;Atmospheric;Co-op;First-Person;FPS;Gore;Historical;Massively Multiplayer;Military;Multiplayer;PvP;Realistic;Shooter;Simulation;Strategy;Tactical;Team-Based;War;Wargame;World War I
242880,Action;Adventure;Atmospheric;Comedy;Exploration;First-Person;FPS;Horror;Indie;Kickstarter;Multiplayer;Open World;Procedural Generation;Robots;Rogue-like;Sandbox;Singleplayer;Stealth;Steampunk;Survival
242920,Beautiful;Building;City Builder;Colony Sim;Difficult;Economy;Historical;Indie;Management;Medieval;Open World;Procedural Generation;Relaxing;Resource Management;RTS;Sandbox;Simulation;Singleplayer;Strategy;Survival
242940,Adventure;Atmospheric;Classic;Comedy;Cult Classic;Cyberpunk;Funny;Great Soundtrack;JRPG;RPG;Sci-fi;Singleplayer;Story Rich;Third Person;Turn-Based
242960,Action;Action-Adventure;Adventure;Atmospheric;Classic;Dark Fantasy;Fantasy;Gore;Gothic;Hack and Slash;Horror;Singleplayer;Stealth;Steampunk;Story Rich;Third Person;Vampire;Villain Protagonist;Violent
242980,Action;Boomer Shooter;Classic;Cyberpunk;Fantasy;First-Person;FPS;Great Soundtrack;Memes;Multiplayer;Online Co-Op;Retro;RPG;Sci-fi;Shooter;Singleplayer;Time Travel
243000,1990's;Action;Adventure;Classic;Combat;Cult Classic;Cyberpunk;Fighting;First-Person;FPS;Futuristic;Great Soundtrack;Open World;RPG;Sci-fi;Shooter;Singleplayer;Soundtrack;Story Rich;Third Person
243020,1990's;2.5D;Action;Adventure;Classic;Female Protagonist;Platformer;Singleplayer
243040,3D;Aliens;Base-Building;City Builder;Colony Sim;Comedy;Funny;God Game;Life Sim;Local Multiplayer;Management;Multiplayer;Real-Time with Pause;RTS;Sandbox;Sci-fi;Simulation;Singleplayer;Space;Strategy
243060,Action;Atmospheric;Classic;Female Protagonist;Open World;Singleplayer;Stealth;Third Person
243160,2D;Action;Adventure;Atmospheric;Difficult;Experimental;Indie;Music;Physics;Platformer;Post-apocalyptic;Puzzle;Puzzle-Platformer
243200,1990's;2D;Adventure;Atmospheric;Classic;Escape Room;Fantasy;Female Protagonist;Great Soundtrack;Hand-drawn;Indie;Medieval;Point & Click;Puzzle;Retro;Singleplayer;Story Rich
243220,Abstract;Adventure;Atmospheric;Casual;Exploration;First-Person;Great Soundtrack;Indie;Music;Open World;Puzzle;Singleplayer;Surreal;Walking Simulator
243240,
243280,Action;Indie;Platformer;Strategy;Tower Defense
243360,3D Vision;Arcade;Competitive;Level Editor;Local Multiplayer;Multiplayer;Racing;Singleplayer;Split Screen;Sports;Time Attack
243450,Action;Arcade;Bikes;Motorbike;Physics;Racing;Simulation;Singleplayer;Sports
243470,Action;Adventure;Atmospheric;Beautiful;Co-op;Driving;Epic;Futuristic;Hacking;Multiplayer;Open World;Parkour;RPG;Shooter;Simulation;Singleplayer;Stealth;Strategy;Third Person;Third-Person Shooter
243780,2D;Co-op;Controller;Great Soundtrack;Indie;Local Co-Op;Multiplayer;Online Co-Op;Singleplayer;Strategy;Tower Defense
243800,Action;Arcade;Arena Shooter;Automobile Sim;Casual;Co-op;Combat Racing;Controller;Destruction;Driving;Fast-Paced;Funny;Multiplayer;Open World;Racing;Shooter;Singleplayer;Sports;Vehicular Combat;Zombies
243930,Action;Action RPG;Adventure;Atmospheric;Character Customization;Choices Matter;Dark Fantasy;Demons;Difficult;Fantasy;Female Protagonist;Great Soundtrack;Hack and Slash;Magic;Open World;RPG;Singleplayer;Souls-like;Story Rich;Third Person
243950,Action;Choices Matter;Co-op;Comedy;Dating Sim;Dragons;Fantasy;Great Soundtrack;Multiplayer;Political;Politics;Real-Time with Pause;Romance;RPG;RTS;Singleplayer;Steampunk;Story Rich;Strategy;Turn-Based
243970,Choices Matter;Cyberpunk;Difficult;Female Protagonist;Isometric;Perma Death;Procedural Generation;Rogue-like;Rogue-lite;Sci-fi;Simulation;Singleplayer;Stealth;Strategy;Tactical;Tactical RPG;Turn-Based;Turn-Based Combat;Turn-Based Strategy;Turn-Based Tactics
244030,Adventure;Building;Co-op;Early Access;Education;Exploration;First-Person;Futuristic;Mars;Moddable;Multiplayer;Open World;Realistic;Sandbox;Science;Simulation;Singleplayer;Space;Space Sim;Survival
244050,Action;Co-op;Flight;Free to Play;Historical;Jet;Massively Multiplayer;Military;Multiplayer;Open World;Realistic;Shooter;Simulation;Singleplayer;TrackIR;VR;War;World War I;World War II
244070,Casual;Flight;Historical;Singleplayer;Strategy;Touch-Friendly;Turn-Based;Turn-Based Strategy;World War I
244090,Casual;Flight;Historical;Multiplayer;Singleplayer;Strategy;Turn-Based;Turn-Based Strategy;World War II
244160,4X;Action;Adventure;Atmospheric;Classic;Epic;Female Protagonist;Futuristic;Great Soundtrack;Moddable;Multiplayer;Remake;RTS;Sci-fi;Simulation;Singleplayer;Space;Story Rich;Strategy;Tactical
244210,3D Vision;Action;Artificial Intelligence;Automobile Sim;Controller;Driving;First-Person;Indie;Moddable;Multiplayer;Open World;Physics;Racing;Realistic;Replay Value;Simulation;Singleplayer;Sports;TrackIR;VR
244410,3D;Early Access;Grand Strategy;Hex Grid;Historical;Indie;Military;Multiplayer;Politics;Real-Time;Real-Time with Pause;RTS;Sandbox;Simulation;Singleplayer;Strategy;Turn-Based;War;Wargame;World War II
244430,Adventure;Atmospheric;Beautiful;Casual;Classic;Difficult;Exploration;First-Person;FMV;Indie;Mystery;Nostalgia;Point & Click;Puzzle;Relaxing;Remake;Singleplayer;Story Rich;Surreal;Walking Simulator
244450,Action;Adventure;Atmospheric;Classic;Co-op;Destruction;Difficult;Historical;Military;Multiplayer;Real Time Tactics;Realistic;RTS;Simulation;Singleplayer;Strategy;Tactical;Tanks;War;World War II
244590,Action;Fast-Paced;FPS;Free to Play;Indie;Multiplayer;Sci-fi;Shooter;Singleplayer;Sports;Team-Based
244690,Adventure;Detective;Indie;Mystery;Noir;Point & Click;Third Person
244710,Adventure;Atmospheric;Casual;Cute;Emotional;Exploration;Family Friendly;Female Protagonist;Indie;Life Sim;Nature;Open World;Perma Death;Psychedelic;Simulation;Singleplayer;Stylized;Survival;Third Person;Walking Simulator
244730,2D;2D Fighter;Action;Arcade;Casual;Comedy;Competitive;Controller;e-sports;Fighting;Funny;Indie;Local Co-Op;Local Multiplayer;Memes;Multiplayer;Parody ;Party;Singleplayer
244750,2D Fighter;Action;Beat 'em up;Character Action Game;Fighting;Hack and Slash;Indie;Singleplayer;Spectacle fighter;Strategy
244770,Action;Adventure;Building;Co-op;Crafting;Early Access;Exploration;Indie;Massively Multiplayer;Multiplayer;Open World;RPG;Sandbox;Sci-fi;Simulation;Singleplayer;Space;Space Sim;Strategy;Voxel
244810,2D;Action;Adventure;Beat 'em up;Casual;Co-op;Comedy;Indie;Local Co-Op;Online Co-Op;Side Scroller;Steampunk
244850,Action;Adventure;Building;Co-op;Crafting;Destruction;Early Access;Futuristic;Indie;Multiplayer;Open World;Open World Survival Craft;Physics;Sandbox;Sci-fi;Simulation;Singleplayer;Space;Strategy;Survival
244870,2D;Action;Addictive;Adventure;Difficult;Funny;Great Soundtrack;Indie;Music;Pixel Graphics;Platformer;Precision Platformer;Retro;Rhythm;Score Attack;Short;Side Scroller;Singleplayer;Soundtrack
244890,2D;Action;Female Protagonist;Indie;Puzzle;Sci-fi;Shoot 'Em Up;Singleplayer;Top-Down Shooter
244910,Adventure;Atmospheric;Exploration;First-Person;Great Soundtrack;Horror;Indie;Mystery;Psychological Horror;Puzzle;Short;Singleplayer;Story Rich;Walking Simulator
244950,Adventure;Casual;Cute;Indie;Pixel Graphics;Platformer;Puzzle;Puzzle-Platformer
245010,1990's;Action;Adventure;Classic;Difficult;Dungeon Crawler;Fantasy;Female Protagonist;Retro;Third Person
245050,Fantasy;RPG;RTS;Strategy
245150,Adventure;Atmospheric;Casual;Choices Matter;Drama;Emotional;Experimental;Exploration;First-Person;Indie;Interactive Fiction;Multiple Endings;Psychological;Replay Value;Short;Singleplayer;Stealth;Story Rich;Supernatural;Walking Simulator
245170,2D;2D Fighter;Action;Anime;Arcade;Cartoon;Competitive;Controller;Crowdfunded;Female Protagonist;Fighting;Hand-drawn;Indie;Local Multiplayer;Lore-Rich;Multiplayer;Noir;Singleplayer;Story Rich;Stylized
245280,3D Platformer;3D Vision;Action;Action-Adventure;Adventure;Atmospheric;Controller;Female Protagonist;Great Soundtrack;Hack and Slash;Linear;Nudity;Parkour;Platformer;Post-apocalyptic;Robots;Sci-fi;Singleplayer;Story Rich;Third Person
245300,3D Platformer;Action;Adventure;Cartoon;Cartoony;Choices Matter;Classic;Co-op;Comedy;Cute;Family Friendly;Great Soundtrack;Horror;Platformer;Puzzle;Singleplayer
245370,4X;Action;Base-Building;Multiplayer;RTS;Sci-fi;Singleplayer;Space;Strategy
245390,1990's;2D;Adventure;Based On A Novel;Classic;Cult Classic;Cyberpunk;Dark;Funny;Great Soundtrack;Horror;Point & Click;Post-apocalyptic;Psychological Horror;Puzzle;Retro;Sci-fi;Singleplayer;Story Rich;Surreal
245410,Adventure;Classic;CRPG;Dungeon Crawler;Fantasy;First-Person;Grid-Based Movement;Nudity;Old School;Party-Based RPG;Retro;RPG;Singleplayer;Turn-Based;Turn-Based Combat
245430,Adventure;Classic;CRPG;Dungeon Crawler;Fantasy;First-Person;Grid-Based Movement;Old School;Party-Based RPG;RPG;Singleplayer;Turn-Based;Turn-Based Combat
245450,Adventure;Atmospheric;Character Customization;Classic;CRPG;Difficult;Dungeon Crawler;Exploration;Fantasy;First-Person;Grid-Based Movement;Old School;Open World;Party-Based RPG;RPG;Sci-fi;Singleplayer;Turn-Based;Turn-Based Combat
